time,temperature_2m,relative_humidity_2m,precipitation,et0_fao_evapotranspiration,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,risco_hidrico,hora,dia_do_ano
2024-12-16 01:00:00,20.7,93,0.6,0.0,22.7,0.443,0.353,0,1,351
2024-12-16 02:00:00,20.2,93,0.2,0.0,22.2,0.444,0.353,0,2,351
2024-12-16 03:00:00,20.0,95,0.1,0.0,21.9,0.443,0.353,0,3,351
2024-12-16 04:00:00,20.0,95,0.4,0.0,21.7,0.446,0.354,0,4,351
2024-12-16 05:00:00,19.7,98,0.5,0.0,21.5,0.449,0.354,0,5,351
2024-12-16 06:00:00,19.9,97,0.3,0.01,21.4,0.451,0.355,0,6,351
2024-12-16 07:00:00,20.5,91,0.1,0.06,21.5,0.451,0.355,0,7,351
2024-12-16 08:00:00,21.2,88,0.1,0.12,21.8,0.449,0.356,0,8,351
2024-12-16 09:00:00,22.2,84,0.1,0.2,22.5,0.447,0.356,0,9,351
2024-12-16 10:00:00,25.8,75,0.3,0.49,25.9,0.45,0.367,0,10,351
2024-12-16 11:00:00,26.9,71,0.1,0.57,27.0,0.443,0.367,0,11,351
2024-12-16 12:00:00,27.9,65,0.0,0.66,28.0,0.434,0.367,0,12,351
2024-12-16 13:00:00,27.5,64,0.0,0.47,28.1,0.427,0.367,0,13,351
2024-12-16 14:00:00,26.8,66,0.5,0.41,28.1,0.426,0.367,0,14,351
2024-12-16 15:00:00,26.0,72,0.3,0.44,28.0,0.424,0.367,0,15,351
2024-12-16 16:00:00,25.0,72,0.9,0.36,27.9,0.428,0.367,0,16,351
2024-12-16 17:00:00,23.1,85,0.2,0.23,27.1,0.427,0.367,0,17,351
2024-12-16 18:00:00,22.6,84,0.1,0.1,26.1,0.426,0.367,0,18,351
2024-12-16 19:00:00,22.0,89,0.1,0.02,25.1,0.426,0.367,0,19,351
2024-12-16 20:00:00,21.5,93,0.0,0.0,24.2,0.426,0.367,0,20,351
2024-12-16 21:00:00,21.1,94,0.0,0.0,23.5,0.425,0.367,0,21,351
2024-12-16 22:00:00,21.0,92,0.0,0.0,24.3,0.395,0.357,0,22,351
2024-12-16 23:00:00,20.8,94,0.0,0.0,23.5,0.394,0.357,0,23,351
2024-12-17 00:00:00,20.4,95,0.0,0.0,22.7,0.394,0.357,0,0,352
2024-12-17 01:00:00,20.1,95,0.0,0.0,22.1,0.394,0.357,0,1,352
2024-12-17 02:00:00,20.0,95,0.0,0.0,21.5,0.394,0.357,0,2,352
2024-12-17 03:00:00,19.5,96,0.0,0.0,21.0,0.394,0.357,0,3,352
2024-12-17 04:00:00,19.0,99,0.0,0.0,20.6,0.394,0.357,0,4,352
2024-12-17 05:00:00,18.9,100,0.0,0.0,20.5,0.393,0.357,0,5,352
2024-12-17 06:00:00,19.0,100,0.0,0.0,20.6,0.393,0.357,0,6,352
2024-12-17 07:00:00,20.1,99,0.0,0.07,21.1,0.393,0.357,0,7,352
2024-12-17 08:00:00,22.6,85,0.0,0.22,22.4,0.391,0.357,0,8,352
2024-12-17 09:00:00,24.6,78,0.0,0.4,24.1,0.387,0.357,0,9,352
2024-12-17 10:00:00,27.5,54,0.0,0.57,27.0,0.368,0.354,0,10,352
2024-12-17 11:00:00,28.1,50,0.0,0.64,28.0,0.36,0.353,0,11,352
2024-12-17 12:00:00,28.5,50,0.0,0.68,28.9,0.352,0.353,0,12,352
2024-12-17 13:00:00,29.2,49,0.0,0.72,29.6,0.343,0.353,0,13,352
2024-12-17 14:00:00,29.4,48,0.0,0.66,30.0,0.335,0.352,0,14,352
2024-12-17 15:00:00,29.6,47,0.0,0.6,30.2,0.327,0.352,0,15,352
2024-12-17 16:00:00,29.5,44,0.0,0.5,30.0,0.321,0.352,0,16,352
2024-12-17 17:00:00,29.0,43,0.0,0.38,29.3,0.315,0.351,0,17,352
2024-12-17 18:00:00,27.4,52,0.0,0.19,28.2,0.312,0.351,0,18,352
2024-12-17 19:00:00,25.2,63,0.0,0.04,26.9,0.311,0.351,0,19,352
2024-12-17 20:00:00,24.2,66,0.0,0.02,25.5,0.31,0.351,0,20,352
2024-12-17 21:00:00,23.5,68,0.0,0.02,24.5,0.309,0.351,0,21,352
2024-12-17 22:00:00,23.4,64,0.0,0.02,24.5,0.297,0.348,0,22,352
2024-12-17 23:00:00,22.5,69,0.0,0.01,23.5,0.297,0.348,0,23,352
2024-12-18 00:00:00,21.2,72,0.0,0.02,22.8,0.296,0.348,0,0,353
2024-12-18 01:00:00,20.6,75,0.0,0.01,22.1,0.296,0.348,0,1,353
2024-12-18 02:00:00,19.9,77,0.0,0.01,21.5,0.295,0.348,0,2,353
2024-12-18 03:00:00,19.5,77,0.0,0.01,21.0,0.295,0.348,0,3,353
2024-12-18 04:00:00,18.7,83,0.0,0.0,20.6,0.294,0.348,0,4,353
2024-12-18 05:00:00,18.4,86,0.0,0.0,20.2,0.294,0.348,0,5,353
2024-12-18 06:00:00,18.6,85,0.0,0.0,20.0,0.294,0.348,0,6,353
2024-12-18 07:00:00,20.8,76,0.0,0.1,20.6,0.294,0.348,0,7,353
2024-12-18 08:00:00,22.7,72,0.0,0.26,22.1,0.291,0.348,0,8,353
2024-12-18 09:00:00,24.3,73,0.0,0.42,24.0,0.288,0.347,0,9,353
2024-12-18 10:00:00,26.8,64,0.1,0.57,26.2,0.282,0.346,0,10,353
2024-12-18 11:00:00,28.0,58,0.0,0.61,27.9,0.276,0.345,0,11,353
2024-12-18 12:00:00,29.5,49,0.0,0.75,29.5,0.269,0.345,0,12,353
2024-12-18 13:00:00,30.0,47,0.0,0.72,30.6,0.262,0.344,0,13,353
2024-12-18 14:00:00,30.5,45,0.0,0.72,31.4,0.255,0.344,0,14,353
2024-12-18 15:00:00,30.5,45,0.0,0.62,31.8,0.249,0.343,0,15,353
2024-12-18 16:00:00,30.4,48,0.0,0.46,31.5,0.244,0.343,0,16,353
2024-12-18 17:00:00,29.8,49,0.0,0.32,31.0,0.24,0.343,0,17,353
2024-12-18 18:00:00,28.8,53,0.0,0.16,30.0,0.238,0.342,0,18,353
2024-12-18 19:00:00,27.2,63,0.0,0.02,28.6,0.237,0.342,0,19,353
2024-12-18 20:00:00,25.5,71,0.0,0.0,27.4,0.237,0.342,0,20,353
2024-12-18 21:00:00,24.5,73,0.0,0.01,26.1,0.237,0.342,0,21,353
2024-12-18 22:00:00,24.7,76,0.0,0.0,26.1,0.226,0.337,0,22,353
2024-12-18 23:00:00,23.9,73,0.0,0.02,25.2,0.226,0.337,0,23,353
2024-12-19 00:00:00,23.1,69,0.0,0.03,24.4,0.225,0.337,0,0,354
2024-12-19 01:00:00,22.2,72,0.0,0.03,23.7,0.225,0.337,0,1,354
2024-12-19 02:00:00,21.6,75,0.0,0.02,23.0,0.224,0.337,0,2,354
2024-12-19 03:00:00,21.0,77,0.0,0.02,22.5,0.224,0.337,0,3,354
2024-12-19 04:00:00,20.6,79,0.0,0.01,22.1,0.223,0.337,0,4,354
2024-12-19 05:00:00,20.3,80,0.0,0.01,21.7,0.223,0.337,0,5,354
2024-12-19 06:00:00,20.5,79,0.0,0.03,21.5,0.223,0.337,0,6,354
2024-12-19 07:00:00,22.4,75,0.0,0.12,22.1,0.222,0.337,0,7,354
2024-12-19 08:00:00,24.2,71,0.0,0.27,23.4,0.22,0.336,0,8,354
2024-12-19 09:00:00,26.4,66,0.0,0.42,25.1,0.217,0.336,0,9,354
2024-12-19 10:00:00,28.3,61,0.0,0.55,27.0,0.214,0.336,0,10,354
2024-12-19 11:00:00,29.7,57,0.0,0.64,29.0,0.209,0.335,0,11,354
2024-12-19 12:00:00,31.0,52,0.0,0.75,31.0,0.204,0.335,0,12,354
2024-12-19 13:00:00,28.7,61,1.6,0.62,31.5,0.219,0.335,0,13,354
2024-12-19 14:00:00,29.6,57,0.7,0.52,31.6,0.223,0.334,0,14,354
2024-12-19 15:00:00,30.5,51,0.0,0.57,32.2,0.218,0.334,0,15,354
2024-12-19 16:00:00,30.5,50,0.0,0.4,32.1,0.214,0.334,0,16,354
2024-12-19 17:00:00,30.0,51,0.0,0.3,31.6,0.211,0.333,0,17,354
2024-12-19 18:00:00,28.8,59,0.0,0.15,30.6,0.209,0.333,0,18,354
2024-12-19 19:00:00,27.4,69,0.0,0.04,29.4,0.208,0.333,0,19,354
2024-12-19 20:00:00,26.4,74,0.0,0.01,28.2,0.208,0.333,0,20,354
2024-12-19 21:00:00,25.9,75,0.0,0.0,27.3,0.207,0.333,0,21,354
2024-12-19 22:00:00,25.8,71,0.0,0.0,27.2,0.181,0.333,1,22,354
2024-12-19 23:00:00,24.8,71,0.0,0.02,26.5,0.18,0.333,1,23,354
2024-12-20 00:00:00,24.1,74,0.0,0.01,25.8,0.18,0.333,1,0,355
2024-12-20 01:00:00,23.1,79,0.0,0.0,25.1,0.18,0.333,1,1,355
2024-12-20 02:00:00,22.4,84,0.0,0.0,24.5,0.18,0.333,1,2,355
2024-12-20 03:00:00,22.5,84,0.0,0.01,24.1,0.18,0.333,1,3,355
2024-12-20 04:00:00,22.1,84,0.0,0.01,23.8,0.179,0.333,1,4,355
2024-12-20 05:00:00,21.9,84,0.0,0.0,23.4,0.179,0.333,1,5,355
2024-12-20 06:00:00,22.0,83,0.0,0.01,23.1,0.179,0.333,1,6,355
2024-12-20 07:00:00,23.5,76,0.0,0.11,23.8,0.179,0.333,1,7,355
2024-12-20 08:00:00,25.5,68,0.0,0.27,25.1,0.177,0.333,1,8,355
2024-12-20 09:00:00,27.3,62,0.0,0.44,27.0,0.175,0.332,1,9,355
2024-12-20 10:00:00,29.1,57,0.0,0.6,29.0,0.179,0.336,1,10,355
2024-12-20 11:00:00,30.1,54,0.0,0.71,31.0,0.175,0.335,1,11,355
2024-12-20 12:00:00,31.2,51,0.0,0.71,32.5,0.172,0.335,1,12,355
2024-12-20 13:00:00,31.9,48,0.0,0.79,34.0,0.169,0.335,1,13,355
2024-12-20 14:00:00,29.1,59,0.7,0.65,34.5,0.175,0.334,1,14,355
2024-12-20 15:00:00,28.2,63,1.2,0.47,34.0,0.188,0.334,1,15,355
2024-12-20 16:00:00,28.9,61,0.1,0.43,33.7,0.186,0.334,1,16,355
2024-12-20 17:00:00,27.8,65,0.0,0.23,32.5,0.184,0.333,1,17,355
2024-12-20 18:00:00,27.6,68,0.0,0.11,31.4,0.183,0.333,1,18,355
2024-12-20 19:00:00,27.2,72,0.0,0.04,30.1,0.182,0.333,1,19,355
2024-12-20 20:00:00,23.2,91,12.3,0.0,28.5,0.348,0.333,0,20,355
2024-12-20 21:00:00,22.2,94,2.8,0.0,26.9,0.385,0.333,0,21,355
2024-12-20 22:00:00,22.2,93,0.8,0.0,26.2,0.369,0.336,0,22,355
2024-12-20 23:00:00,21.9,96,0.2,0.0,25.3,0.372,0.336,0,23,355
2024-12-21 00:00:00,21.3,96,0.6,0.0,24.6,0.378,0.336,0,0,356
2024-12-21 01:00:00,21.4,96,0.2,0.0,24.0,0.38,0.336,0,1,356
2024-12-21 02:00:00,21.1,97,0.4,0.0,23.7,0.385,0.336,0,2,356
2024-12-21 03:00:00,21.2,96,0.6,0.0,23.5,0.393,0.336,0,3,356
2024-12-21 04:00:00,21.0,97,0.2,0.0,23.1,0.395,0.336,0,4,356
2024-12-21 05:00:00,21.4,95,0.2,0.0,23.0,0.396,0.337,0,5,356
2024-12-21 06:00:00,21.2,98,1.0,0.01,22.9,0.41,0.337,0,6,356
2024-12-21 07:00:00,21.8,95,1.4,0.04,23.0,0.428,0.337,0,7,356
2024-12-21 08:00:00,22.5,91,1.2,0.12,23.2,0.443,0.337,0,8,356
2024-12-21 09:00:00,23.1,86,0.1,0.16,23.7,0.442,0.338,0,9,356
2024-12-21 10:00:00,26.0,74,0.1,0.43,26.3,0.466,0.373,0,10,356
2024-12-21 11:00:00,27.2,71,0.3,0.6,27.6,0.46,0.374,0,11,356
2024-12-21 12:00:00,27.6,70,0.4,0.58,28.5,0.455,0.374,0,12,356
2024-12-21 13:00:00,28.0,68,0.2,0.58,29.3,0.449,0.374,0,13,356
2024-12-21 14:00:00,28.4,66,0.1,0.6,30.0,0.441,0.374,0,14,356
2024-12-21 15:00:00,24.6,77,2.4,0.27,29.3,0.466,0.374,0,15,356
2024-12-21 16:00:00,23.8,87,5.2,0.14,27.8,0.486,0.387,0,16,356
2024-12-21 17:00:00,23.1,87,1.2,0.12,26.9,0.493,0.389,0,17,356
2024-12-21 18:00:00,23.2,89,0.1,0.06,26.1,0.488,0.391,0,18,356
2024-12-21 19:00:00,22.8,94,0.1,0.02,25.5,0.484,0.392,0,19,356
2024-12-21 20:00:00,22.7,95,0.0,0.0,25.0,0.48,0.394,0,20,356
2024-12-21 21:00:00,22.2,97,0.0,0.0,24.5,0.477,0.395,0,21,356
2024-12-21 22:00:00,22.1,97,0.5,0.0,24.0,0.492,0.433,0,22,356
2024-12-21 23:00:00,21.9,98,0.1,0.0,23.7,0.489,0.434,0,23,356
2024-12-22 00:00:00,21.7,98,0.1,0.0,23.5,0.486,0.435,0,0,357
2024-12-22 01:00:00,21.6,98,0.1,0.0,23.2,0.485,0.436,0,1,357
2024-12-22 02:00:00,21.0,97,0.4,0.0,22.9,0.487,0.437,0,2,357
2024-12-22 03:00:00,20.6,97,0.4,0.0,22.6,0.488,0.438,0,3,357
2024-12-22 04:00:00,20.5,98,0.2,0.0,22.4,0.487,0.438,0,4,357
2024-12-22 05:00:00,20.4,98,0.3,0.0,22.2,0.488,0.439,0,5,357
2024-12-22 06:00:00,20.4,98,3.4,0.01,22.0,0.52,0.444,0,6,357
2024-12-22 07:00:00,20.5,96,1.5,0.03,22.0,0.507,0.455,0,7,357
2024-12-22 08:00:00,21.8,88,0.1,0.12,22.3,0.501,0.457,0,8,357
2024-12-22 09:00:00,22.1,88,0.7,0.18,22.9,0.502,0.458,0,9,357
2024-12-22 10:00:00,25.4,75,0.0,0.42,25.1,0.485,0.46,0,10,357
2024-12-22 11:00:00,25.3,76,0.2,0.35,25.7,0.481,0.459,0,11,357
2024-12-22 12:00:00,25.8,74,0.0,0.36,26.2,0.476,0.459,0,12,357
2024-12-22 13:00:00,25.8,74,0.1,0.35,26.5,0.471,0.459,0,13,357
2024-12-22 14:00:00,26.5,72,0.1,0.39,27.0,0.466,0.458,0,14,357
2024-12-22 15:00:00,23.1,86,5.5,0.42,27.0,0.5,0.466,0,15,357
2024-12-22 16:00:00,24.1,84,0.2,0.27,26.8,0.496,0.467,0,16,357
2024-12-22 17:00:00,25.2,80,0.0,0.28,27.0,0.491,0.467,0,17,357
2024-12-22 18:00:00,23.0,87,1.0,0.13,26.5,0.498,0.467,0,18,357
2024-12-22 19:00:00,22.5,92,0.1,0.01,25.5,0.495,0.468,0,19,357
2024-12-22 20:00:00,21.9,95,0.0,0.0,24.7,0.493,0.468,0,20,357
2024-12-22 21:00:00,22.2,95,0.0,0.0,24.2,0.491,0.468,0,21,357
2024-12-22 22:00:00,21.5,94,0.2,0.0,24.8,0.48,0.461,0,22,357
2024-12-22 23:00:00,21.1,96,0.5,0.0,24.0,0.484,0.461,0,23,357
2024-12-23 00:00:00,20.9,95,0.1,0.0,23.4,0.483,0.461,0,0,358
2024-12-23 01:00:00,20.4,97,0.0,0.0,22.9,0.482,0.461,0,1,358
2024-12-23 02:00:00,20.4,97,0.0,0.0,22.5,0.481,0.461,0,2,358
2024-12-23 03:00:00,20.3,98,0.0,0.0,22.3,0.48,0.461,0,3,358
2024-12-23 04:00:00,20.4,97,0.0,0.0,22.2,0.479,0.461,0,4,358
2024-12-23 05:00:00,20.6,95,0.0,0.0,22.1,0.478,0.461,0,5,358
2024-12-23 06:00:00,20.8,95,0.0,0.01,22.1,0.477,0.461,0,6,358
2024-12-23 07:00:00,21.2,93,0.0,0.04,22.3,0.475,0.461,0,7,358
2024-12-23 08:00:00,22.2,89,0.0,0.12,23.0,0.474,0.46,0,8,358
2024-12-23 09:00:00,23.8,83,0.1,0.24,24.0,0.472,0.46,0,9,358
2024-12-23 10:00:00,26.3,78,0.0,0.51,26.5,0.466,0.47,0,10,358
2024-12-23 11:00:00,27.0,73,0.2,0.58,27.9,0.462,0.469,0,11,358
2024-12-23 12:00:00,28.0,68,0.1,0.69,29.2,0.455,0.468,0,12,358
2024-12-23 13:00:00,28.7,65,0.0,0.65,30.0,0.448,0.467,0,13,358
2024-12-23 14:00:00,29.5,63,0.1,0.69,30.8,0.44,0.466,0,14,358
2024-12-23 15:00:00,29.4,62,0.1,0.58,30.8,0.435,0.465,0,15,358
2024-12-23 16:00:00,26.5,73,0.4,0.41,30.1,0.433,0.464,0,16,358
2024-12-23 17:00:00,27.2,69,0.0,0.29,29.4,0.43,0.463,0,17,358
2024-12-23 18:00:00,26.8,70,0.2,0.17,28.4,0.429,0.462,0,18,358
2024-12-23 19:00:00,25.4,78,0.0,0.04,27.2,0.429,0.462,0,19,358
2024-12-23 20:00:00,24.2,82,0.0,0.01,26.2,0.429,0.461,0,20,358
2024-12-23 21:00:00,23.7,83,0.0,0.02,25.4,0.429,0.46,0,21,358
2024-12-23 22:00:00,23.9,78,0.0,0.03,25.6,0.404,0.462,0,22,358
2024-12-23 23:00:00,23.0,81,0.0,0.03,24.8,0.404,0.461,0,23,358
2024-12-24 00:00:00,22.1,84,0.0,0.02,24.1,0.405,0.461,0,0,359
2024-12-24 01:00:00,21.4,86,0.0,0.01,23.5,0.405,0.46,0,1,359
2024-12-24 02:00:00,20.8,88,0.0,0.01,23.0,0.406,0.459,0,2,359
2024-12-24 03:00:00,20.7,89,0.0,0.01,22.6,0.406,0.458,0,3,359
2024-12-24 04:00:00,20.5,91,0.0,0.0,22.2,0.407,0.458,0,4,359
2024-12-24 05:00:00,20.2,93,0.0,0.0,22.0,0.407,0.457,0,5,359
2024-12-24 06:00:00,20.5,92,0.0,0.01,21.8,0.408,0.456,0,6,359
2024-12-24 07:00:00,22.1,84,0.0,0.09,22.1,0.408,0.456,0,7,359
2024-12-24 08:00:00,23.4,79,0.0,0.21,23.0,0.406,0.455,0,8,359
2024-12-24 09:00:00,25.1,74,0.0,0.36,24.3,0.403,0.454,0,9,359
2024-12-24 10:00:00,27.6,67,0.0,0.57,27.0,0.393,0.453,0,10,359
2024-12-24 11:00:00,28.5,64,0.0,0.6,28.0,0.387,0.452,0,11,359
2024-12-24 12:00:00,29.5,59,0.0,0.69,29.1,0.38,0.451,0,12,359
2024-12-24 13:00:00,30.3,56,0.0,0.77,30.2,0.372,0.45,0,13,359
2024-12-24 14:00:00,30.4,53,0.0,0.68,30.9,0.365,0.448,0,14,359
2024-12-24 15:00:00,30.2,52,0.0,0.6,31.1,0.359,0.447,0,15,359
2024-12-24 16:00:00,29.8,53,0.0,0.48,31.0,0.354,0.446,0,16,359
2024-12-24 17:00:00,28.2,59,0.0,0.31,30.0,0.351,0.445,0,17,359
2024-12-24 18:00:00,27.1,70,0.0,0.15,29.0,0.349,0.444,0,18,359
2024-12-24 19:00:00,26.0,80,0.0,0.03,28.0,0.35,0.443,0,19,359
2024-12-24 20:00:00,25.1,83,0.0,0.0,27.0,0.351,0.443,0,20,359
2024-12-24 21:00:00,24.8,83,0.0,0.0,26.2,0.352,0.442,0,21,359
2024-12-24 22:00:00,24.5,78,0.0,0.02,26.9,0.301,0.43,0,22,359
2024-12-24 23:00:00,22.3,81,0.1,0.04,25.8,0.303,0.429,0,23,359
2024-12-25 00:00:00,21.8,85,0.1,0.0,24.9,0.305,0.429,0,0,360
2024-12-25 01:00:00,20.4,94,1.8,0.0,24.0,0.327,0.428,0,1,360
2024-12-25 02:00:00,19.9,98,1.5,0.0,23.1,0.347,0.428,0,2,360
2024-12-25 03:00:00,19.8,94,2.3,0.0,22.5,0.379,0.428,0,3,360
2024-12-25 04:00:00,19.6,94,2.5,0.0,22.0,0.413,0.427,0,4,360
2024-12-25 05:00:00,19.9,95,0.0,0.0,21.8,0.414,0.427,0,5,360
2024-12-25 06:00:00,20.1,95,0.0,0.01,21.6,0.414,0.427,0,6,360
2024-12-25 07:00:00,21.5,92,0.0,0.08,22.0,0.413,0.427,0,7,360
2024-12-25 08:00:00,23.2,85,0.0,0.21,23.0,0.412,0.427,0,8,360
2024-12-25 09:00:00,25.1,77,0.0,0.38,24.5,0.408,0.426,0,9,360
2024-12-25 10:00:00,24.6,83,0.2,0.27,25.4,0.339,0.422,0,10,360
2024-12-25 11:00:00,27.5,72,0.2,0.54,26.9,0.337,0.422,0,11,360
2024-12-25 12:00:00,28.5,66,0.1,0.61,28.1,0.332,0.421,0,12,360
2024-12-25 13:00:00,28.9,64,0.0,0.55,29.0,0.327,0.42,0,13,360
2024-12-25 14:00:00,29.7,60,0.0,0.57,29.7,0.321,0.419,0,14,360
2024-12-25 15:00:00,24.5,82,4.2,0.37,28.8,0.37,0.419,0,15,360
2024-12-25 16:00:00,26.2,77,0.0,0.32,28.6,0.368,0.418,0,16,360
2024-12-25 17:00:00,26.5,74,0.0,0.21,28.2,0.365,0.418,0,17,360
2024-12-25 18:00:00,24.6,82,1.5,0.09,27.3,0.382,0.418,0,18,360
2024-12-25 19:00:00,22.2,93,4.5,0.02,26.0,0.442,0.418,0,19,360
2024-12-25 20:00:00,22.0,94,0.4,0.0,25.0,0.446,0.418,0,20,360
2024-12-25 21:00:00,21.4,96,5.1,0.0,24.2,0.512,0.419,0,21,360
2024-12-25 22:00:00,21.8,94,0.4,0.0,24.3,0.41,0.427,0,22,360
2024-12-25 23:00:00,21.6,95,0.1,0.0,23.8,0.411,0.426,0,23,360
2024-12-26 00:00:00,21.5,96,0.3,0.0,23.5,0.414,0.426,0,0,361
2024-12-26 01:00:00,21.4,97,0.2,0.0,23.1,0.417,0.426,0,1,361
2024-12-26 02:00:00,21.2,96,0.5,0.0,22.9,0.423,0.426,0,2,361
2024-12-26 03:00:00,21.0,98,0.8,0.0,22.7,0.434,0.426,0,3,361
2024-12-26 04:00:00,20.9,97,1.7,0.0,22.5,0.456,0.426,0,4,361
2024-12-26 05:00:00,21.1,97,1.5,0.0,22.4,0.475,0.426,0,5,361
2024-12-26 06:00:00,20.9,98,0.7,0.01,22.2,0.483,0.427,0,6,361
2024-12-26 07:00:00,21.0,98,0.5,0.03,22.2,0.486,0.428,0,7,361
2024-12-26 08:00:00,21.6,97,0.8,0.07,22.4,0.492,0.429,0,8,361
2024-12-26 09:00:00,21.7,90,3.1,0.1,22.5,0.52,0.432,0,9,361
2024-12-26 10:00:00,22.9,83,4.0,0.21,24.0,0.513,0.449,0,10,361
2024-12-26 11:00:00,23.9,88,0.3,0.22,24.3,0.504,0.452,0,11,361
2024-12-26 12:00:00,25.1,80,0.4,0.33,25.0,0.499,0.454,0,12,361
2024-12-26 13:00:00,22.5,94,4.2,0.17,24.6,0.515,0.464,0,13,361
2024-12-26 14:00:00,23.1,89,0.9,0.16,24.4,0.509,0.468,0,14,361
2024-12-26 15:00:00,24.4,85,0.1,0.27,25.0,0.502,0.47,0,15,361
2024-12-26 16:00:00,24.4,83,0.4,0.22,25.1,0.499,0.47,0,16,361
2024-12-26 17:00:00,24.5,85,0.5,0.19,25.4,0.499,0.471,0,17,361
2024-12-26 18:00:00,22.0,96,3.3,0.04,24.5,0.52,0.475,0,18,361
2024-12-26 19:00:00,21.7,96,0.1,0.02,23.8,0.498,0.482,0,19,361
2024-12-26 20:00:00,21.6,96,0.1,0.0,23.3,0.497,0.482,0,20,361
2024-12-26 21:00:00,21.8,96,0.3,0.0,23.0,0.498,0.482,0,21,361
2024-12-26 22:00:00,21.9,97,1.8,0.0,23.2,0.517,0.482,0,22,361
2024-12-26 23:00:00,21.2,98,1.8,0.0,22.9,0.519,0.489,0,23,361
2024-12-27 00:00:00,20.9,98,2.8,0.0,22.5,0.51,0.503,0,0,362
2024-12-27 01:00:00,20.8,98,1.0,0.0,22.2,0.516,0.502,0,1,362
2024-12-27 02:00:00,20.9,98,0.7,0.0,22.0,0.514,0.503,0,2,362
2024-12-27 03:00:00,20.9,98,0.5,0.0,21.9,0.513,0.503,0,3,362
2024-12-27 04:00:00,20.9,97,0.4,0.0,21.8,0.513,0.502,0,4,362
2024-12-27 05:00:00,20.8,98,0.8,0.0,21.7,0.516,0.502,0,5,362
2024-12-27 06:00:00,20.8,98,1.2,0.01,21.6,0.518,0.504,0,6,362
2024-12-27 07:00:00,20.9,97,1.7,0.03,21.6,0.506,0.512,0,7,362
2024-12-27 08:00:00,20.9,98,3.0,0.03,21.6,0.507,0.519,0,8,362
2024-12-27 09:00:00,21.8,93,0.8,0.09,21.9,0.512,0.511,0,9,362
2024-12-27 10:00:00,22.3,94,2.3,0.11,22.4,0.509,0.517,0,10,362
2024-12-27 11:00:00,22.8,90,1.2,0.14,22.5,0.516,0.512,0,11,362
2024-12-27 12:00:00,23.8,83,0.5,0.22,23.0,0.513,0.509,0,12,362
2024-12-27 13:00:00,24.5,80,2.2,0.45,24.5,0.52,0.507,0,13,362
2024-12-27 14:00:00,24.1,87,1.0,0.21,24.4,0.51,0.509,0,14,362
2024-12-27 15:00:00,25.6,76,1.0,0.42,25.5,0.514,0.506,0,15,362
2024-12-27 16:00:00,22.1,90,8.4,0.14,24.5,0.489,0.516,0,16,362
2024-12-27 17:00:00,22.4,90,0.2,0.1,24.0,0.491,0.51,0,17,362
2024-12-27 18:00:00,22.5,92,0.0,0.08,23.8,0.491,0.506,0,18,362
2024-12-27 19:00:00,22.0,94,0.1,0.02,23.4,0.491,0.503,0,19,362
2024-12-27 20:00:00,21.8,96,0.0,0.0,23.0,0.49,0.501,0,20,362
2024-12-27 21:00:00,21.5,95,0.3,0.0,22.6,0.493,0.499,0,21,362
2024-12-27 22:00:00,22.0,94,0.2,0.0,23.3,0.489,0.495,0,22,362
2024-12-27 23:00:00,20.8,98,0.1,0.0,22.8,0.49,0.494,0,23,362
2024-12-28 00:00:00,20.4,98,0.0,0.0,22.4,0.489,0.492,0,0,363
2024-12-28 01:00:00,20.6,96,0.6,0.0,22.1,0.495,0.491,0,1,363
2024-12-28 02:00:00,20.5,95,0.2,0.0,21.8,0.496,0.49,0,2,363
2024-12-28 03:00:00,20.4,96,0.0,0.0,21.6,0.495,0.49,0,3,363
2024-12-28 04:00:00,20.5,97,0.1,0.0,21.5,0.495,0.489,0,4,363
2024-12-28 05:00:00,20.5,97,0.0,0.0,21.4,0.494,0.488,0,5,363
2024-12-28 06:00:00,20.9,96,0.0,0.01,21.4,0.493,0.487,0,6,363
2024-12-28 07:00:00,21.9,91,0.0,0.06,21.7,0.492,0.487,0,7,363
2024-12-28 08:00:00,22.5,88,0.0,0.14,22.2,0.49,0.486,0,8,363
2024-12-28 09:00:00,23.7,84,0.0,0.25,23.2,0.488,0.485,0,9,363
2024-12-28 10:00:00,25.2,77,0.0,0.34,24.6,0.48,0.488,0,10,363
2024-12-28 11:00:00,26.7,73,0.0,0.57,26.2,0.473,0.486,0,11,363
2024-12-28 12:00:00,26.6,73,0.2,0.62,27.3,0.468,0.485,0,12,363
2024-12-28 13:00:00,26.0,76,0.0,0.44,27.5,0.463,0.484,0,13,363
2024-12-28 14:00:00,27.7,71,0.0,0.59,28.5,0.457,0.482,0,14,363
2024-12-28 15:00:00,25.0,79,0.2,0.34,28.1,0.455,0.481,0,15,363
2024-12-28 16:00:00,25.7,76,0.1,0.33,28.0,0.453,0.48,0,16,363
2024-12-28 17:00:00,25.9,76,0.0,0.27,27.9,0.451,0.479,0,17,363
2024-12-28 18:00:00,24.8,81,0.4,0.14,27.2,0.453,0.478,0,18,363
2024-12-28 19:00:00,23.0,89,0.1,0.02,26.1,0.454,0.477,0,19,363
2024-12-28 20:00:00,22.5,92,0.0,0.0,25.1,0.455,0.476,0,20,363
